product_id,product_name,category_reclassified,rating,price_whole,per_count_price,mrp,number_of_global_ratings,number_of_reviews,sales_numeric,discount_percentage_cleaned,product_weight_grams,review_text_cleaned,sentiment
125,"Haldirams Nagpur Big Bazaar Combo -Nagpur Bhel Puri, 300g Pack of 2 Promo Pack",Gift Hampers,4.3,280,46.67,280,7332,543,25,0,750,Fresh and good. Must try 💞,positive
126,"Haldirams Nagpur Murukku Chakoli 200g Airport Pack  Pack of 2  South Indian Crispy Spiral Snack  Travel-Friendly, Spicy  Crunchy  Perfect for Tea-Time  Gifting",Combo Packs,0,219,54.75,240,4634,4096,25,9,1000,Packaging was neat and product was very tasty,positive
127,"Haldirams Nagpur Ready To Eat Rajma Chawal 350g, Choley Chawal 350g, Dal Tadka JeeraRice 350g Combo",Gift Hampers,2.9,376,376,507,1319,3834,25,26,200,"Good quality rice, rajma and chole wow product for those who travel frequently. Just keep the inner pouch in microwave for 3-4 min and enjoy your meal. Flavour is very good.",positive
128,Haldirams Nagpur Ready To Eat Paneer Tikka Masala 300g Pack of 4 Combo,Gift Hampers,3.9,402,402,540,297,1441,25,26,200,Best go for it,positive
129,Haldirams Nagpur Dry Fruit Tokni Medium 800 gm,Savory & Savory_Snacks,4.3,1024,"1,250",1250,2368,4512,100,18,500,"I really appreciate the whole packaging...when I  open the parcel I was like oh my goodness ,i really love the packaging and the quality of the products.. thanks amazon for providing this ..",positive
130,"Haldirams Nagpur Khatta Meetha, 400 g Pack of 2 x 200 g",Combo Packs,4,120,30,140,7684,2421,25,14,1000,Not oily.Nochille mixture.Proportion of other edibles is very good..Delivery of material is on time. Taste is mouth watering.Looks fresh.Mixture is not oily.Number one product in namkin segment. Price should be moderate.Small packets of 50 grms may be market.,positive
131,"Haldirams Nagpur All in One, 200g",Savory & Savory_Snacks,4.3,60,30,60,2063,1808,0,0,1000,Quality is good.It's tasty,neutral
132,Haldiram Ready To Eat Dal Palak 300g X 3 Pcs,Ready-to-Eat,4.1,178,19.78,255,964,2205,25,30,750,"It is a good quality, taste-wise mixed dal type item, mildly spiced and matches a freshly prepared food item",positive
133,Haldirams Nagpur Dry Fruits Bites Pack Of 2-200gm,Combo Packs,3.6,478,558,558,3473,1138,25,14,750,DO NOT BUY. YOU WILL GET JUST EMPTY BOXES.,negative
134,Haldirams Nagpur Assorted PEDA Box 500 gm,Gift Hampers,5,372,74.4,395,8007,471,50,6,200,Loved the taste and freshness,positive
135,Haldirams Patisa 400g x2  Traditional Indian Sweet  No added Colours or Preservatives  Indian Mithai  Crunchy Almonds  Pistachios  Patisa Sweet  Great Sweet Gift Pack for Family,Gift Hampers,4,431,53.88,718,3360,2736,50,40,1000,Quite good and tasty,positive
136,"Haldirams Nagpur Besan Ladoo 250g, Kesar Peda 250g, Chana Choor200g With Premium Rakhi",Sweets & Desserts,4.3,478,620,620,7430,2347,25,23,200,Loved the taste and freshness,positive
137,Haldirams Kaju Katali 200g  Kaju Barfi  Kaju Katli Made with Finest Cashews  Premium Handcrafted Traditional Sweets  No Preservatives  Great Sweet Gift Pack for Diwali  Gift for Family  Friend,Gift Hampers,4,305,500,500,2053,4229,25,39,200,Good 👍,positive
138,"Haldirams Nagpur Gulab Jamun, 500 grams Tin",Sweets & Desserts,4.2,115,23,150,5021,3009,100,23,200,It was so good but just not as soft as expected. The quantity was fulfilling.,positive
139,Haldirams Nagpur Mysore Pak 250g  Traditional South Indian Sweet  Made with Desi Ghee  Gram Flour  Rich  Milky Barfi,Sweets & Desserts,0,188,201,201,1327,4693,25,6,200,Packaging was neat and product was very tasty,positive
140,"Haldirams Delhi Panchrattan, 200g",Savory & Savory_Snacks,4.4,90,45,100,5891,3533,0,10,200,Good quality and light in taste not spicy,positive
141,Haldirams Coconut Burfi 400 g  Fresh Indian Traditional Mithai  Burfi Sweets  No Added Colours  Nariyal Barfi  Premium Handcrafted Traditional Sweets  Gift Pack for Festival,Gift Hampers,3.9,342,85.5,559,5224,1474,100,39,200,Loved the taste and freshness,positive
142,Ready To Eat Haldiram Hyderabadi Biryani 200 g X 4 Pcs,Ready-to-Eat,3.2,254,317.5,320,9749,4615,25,21,500,"Biryani is very spicy, have a good taste when you microvave it, heating in boiling water will not give you that taste which you will get in microwave.",positive
143,Haldiram Ready To Eat Dal Palak 300g X 3 Pcs,Ready-to-Eat,4.1,178,19.78,255,3796,2333,25,30,500,"It is a good quality, taste-wise mixed dal type item, mildly spiced and matches a freshly prepared food item",positive
144,"Haldirams Nagpur Rakhi Gift Pack  Dry Fruit Bites 200g, Kaju Chocolate Roll 250g, Chana Nuts 200g with Premium Rakhi  Raksha Bandhan Sweets  Snacks Hamper",Gift Hampers,4.6,682,839,839,6681,2981,25,0,200,Loved the taste and freshness,positive
145,Haldirams Coconut Burfi 400 g  Fresh Indian Traditional Mithai  Burfi Sweets  No Added Colours  Nariyal Barfi  Premium Handcrafted Traditional Sweets  Gift Pack for Festival,Gift Hampers,3.9,342,85.5,559,7938,4462,100,39,1000,"I am very surprised by the freshness and quality ,made just 5 days before delivery  .The sweetness I just right .The texture is beautiful 😍. I mean if you live sweets and prefer them not too sweet sweet it's the perfect sweet dish for you .Loved it",positive
146,Haldirams Nagpur Rasgulla and Gulab Janmun Tin Combo Pack1kg2 With 2 Premium Rakhi,Gift Hampers,4.1,490,650,650,5636,4633,0,25,500,Amazing,positive
147,Haldirams Shahi Paneer Ready to Eat 300g x 2  Minute Khana Shahi Paneer  Quick Meals  Delicious Instant Food  Slow Cooked Heat  Easy-to-Prepare Meals  Microwaveable  Ready to Cook Food,Ready-to-Eat,4.2,264,44,330,4735,3734,50,20,500,Loved the taste and freshness,positive
148,"Haldirams Indian Snacks Combo Pack, Bhujia Sev 1kg, Aloo Bhujia 1kg, Mathri 200g",Gift Hampers,1,415,98.81,590,7300,3291,25,30,200,"I didn't received mathri quick bite,I received only two namkeen packets.",positive
149,Haldirams Dal Makhani with Peas Pulao 375g x 2  Minute Khana Rajma with Plain Rice  Quick Meals  Delicious Instant Food  Ready to Eat  Easy-to-Prepare Meals  Microwaveable  Ready to Cook Food,Ready-to-Eat,4.4,254,33.87,320,247,2188,100,21,500,Loved the taste and freshness,positive
150,Haldirams Motichoor Ladoo 200 gram  Laddu Sweets  Great Sweets Gift Pack  Premium Handcrafted Indian Mithai  Motichoor Bundi Ladu  Indian Sweets  Fresh Boondi Laddoos,Gift Hampers,3.8,304,152,410,7775,1294,50,26,500,"Taste of the sweet is nice..If you want readymade sweet then you can buy it... smell is good, they use ghee.. which is good for health...",positive
151,Haldirams Coconut Dry Fruit Ladoo 400g  Premium Handcrafted Indian Mithai  Nariyal ke Laddu  Indian Sweets  Fresh Indian Traditional Mithai  Dry Fruit Ladoo  Indian Mithai  Sweet Gift for festival,Gift Hampers,4.1,524,131,707,429,1114,25,26,750,"Nice product with very good Quality & Good Test, good value for money.",positive
152,Haldirams Nagpur Chana Nut 200 Gm Airport Pack Of 2  Traditional Indian Sweet  200g Pack,Combo Packs,0,276,"13,800",300,2519,3000,25,8,500,Packaging was neat and product was very tasty,positive
153,"Haldirams Nagpur Mysore Pak 250gm Pack of 2, Milk",Combo Packs,3.9,297,59.4,402,5761,1391,100,26,200,Loved the taste and freshness,positive
154,Haldirams Desi Ghee 1Litre Tin can,Savory & Savory_Snacks,3.7,600,60,730,8021,2952,0,18,1000,Loved the taste and freshness,positive
155,Haldirams Coconut Dry Fruit Ladoo 400g  Premium Handcrafted Indian Mithai  Nariyal ke Laddu  Indian Sweets  Fresh Indian Traditional Mithai  Dry Fruit Ladoo  Indian Mithai  Sweet Gift for festival,Gift Hampers,4.1,524,131,707,4240,2739,25,26,1000,"Nice product with very good Quality & Good Test, good value for money.",positive
156,Haldirams Nagpur Rajasthani Peda 250g  Special Malai Peda 250g with 2 Rakhis  Rakhi Sweet Gift Combo for Bhaiya and Bhabhi,Gift Hampers,0,384,504,504,9038,373,25,24,750,Packaging was neat and product was very tasty,positive
157,Haldiram Soan Halwa 500 g X 1 Box,Gift Hampers,4.1,475,95,475,7793,1643,100,0,1000,So tasty sohan halua. I love it smell and melting in mouth immediately. Value for money,positive
158,"Haldirams Nagpur Kaju - Masala, 35G, Whole",Spicy Snacks,4.2,50,142.86,50,6403,185,25,0,500,Namkeen and spicyTiny size but yummySalt content in taste,neutral
159,Haldirams Nagpur Chocolate Roll - Pack Of 1 - 500 Gm,Combo Packs,3.9,524,620,620,9642,3871,25,15,750,Awesome,positive
160,"Haldirams Nagpur Whole Tasty Nuts, 200g",Savory & Savory_Snacks,4.3,55,27.5,55,7954,171,0,0,1000,Lovely snack! Crispy and most enjoyable for snacking,positive
161,Haldirams Dry Fruit Besan Ladoo No Added Sugar 400g  Handcrafted Indian Traditional Sweets  Made with Pure Ghee  Authentic Laddu Taste  Made with Premium Ingredients  Sweets Gift Pack,Gift Hampers,3.8,474,640,640,5231,1930,25,26,200,Happy with the product,positive
162,Ready To Eat Haldiram Hyderabadi Biryani 200 g X 4 Pcs,Ready-to-Eat,3.2,254,317.5,320,8499,4494,25,21,200,Loved the taste and freshness,positive
163,"Haldirams Nagpur Anjeer Dry Fruit Burfee 500g  A nutritious blend of figs and premium dry fruits, this burfee is a guilt-free indulgence packed with fiber and flavor",Savory & Savory_Snacks,5,796,"79,600",910,8418,2529,25,13,500,After 3 attempts u managed to send the right product I think u are improving,positive
164,Haldirams 80s Haldirams Boondi Ladoo Pack of 2 X 500 gm,Combo Packs,4,514,51.4,640,4292,1929,25,20,500,"Really Very very Tastee Boondi Laddoo's infact more tasty than MotiChur Laddoo. It has sweet besan boondi but also cashew, cardamom ... Absolutely Love 💛💛💛🧡❤️♥️🧡💛💛💛 the Laddoo",positive
165,"Haldirams Nagpur Cherry Delight125g, Kiwi Delight125g, Mango Delight125g, Pineapple Delight125g Combo Pack",Gift Hampers,4.1,558,700,700,339,2738,25,20,1000,The media could not be loaded.Thanks Amazon for making my Diwali Very very special.Lots of love and wishes ❤️,positive
166,"Haldirams Ready to Eat Product  Convenient  Tasty Indian Snacks  Instant Meals  Delights  Perfect for Busy Lifestyles, Travel  Gifting Punjabi Choley 300Gm Pack Of 2",Ready-to-Eat,0,226,226,238,7510,4539,25,5,500,Packaging was neat and product was very tasty,positive
167,Haldirams Nagpur Pinni Sweet 500gm - Pack of 1,Combo Packs,4.1,286,57.2,351,5635,176,50,19,750,Good sweets,positive
168,Haldirams Nagpur Rose Sharbat  Pack of 2 750ml Each  Refreshing Summer Drink  Natural Rose Flavour  Cooling Beverage,Combo Packs,4.2,300,350,350,8735,4154,25,14,500,Loved the taste and freshness,positive
169,"Haldirams Nagpur Mixture, 150g200gWeight may vary",Namkeen,4.2,45,30,45,2291,3391,0,0,200,Very tasty and zero oil,positive
170,"Haldirams Nagpur Gol Kachauri, 200g",Savory & Savory_Snacks,3.7,70,35,70,3550,449,0,0,200,Very tasty 🤤,positive
171,"Haldirams Delhi Namkeen Bhujia Sev, Vegetarian, 1Kg Pouch",Namkeen,4.1,260,26,260,2856,1850,25,0,200,I like the product,neutral
172,"Haldirams Nagpur Kaju Katli 500 Gram, Moti Choor Ladoo 500 Gram With Premium Rakhi",Sweets & Desserts,3.8,888,"1,051",1051,5809,424,100,16,500,Excellent,positive
173,Haldirams Nagpur Mini Kaju Katli 250g With Premium Rakhi,Sweets & Desserts,4.1,333,400,400,8973,1455,0,17,750,Delicious,positive
174,Haldirams Nagpur Milk Cake 500 g,Savory & Savory_Snacks,4,334,66.8,400,3411,4377,25,17,200,Texture:Amazing taste,neutral
175,Haldirams Coconut Dry Fruit Ladoo 400g  Premium Handcrafted Indian Mithai  Nariyal ke Laddu  Indian Sweets  Fresh Indian Traditional Mithai  Dry Fruit Ladoo  Indian Mithai  Sweet Gift for festival,Gift Hampers,4.1,524,131,707,8967,255,25,26,200,"Nice product with very good Quality & Good Test, good value for money.",positive
176,"Haldirams Nagpur Rakhi Dry Fruit Gift Box  AA Pack  Includes Kaju Katli 250g, 2 Designer Rakhis, Miniature Festive Thali with Roli Chawal in Decorative Bottles  Raksha Bandhan Sweet Gift Hamper for Brother",Gift Hampers,0,717,204.86,718,1878,1102,25,0,500,Packaging was neat and product was very tasty,positive
177,"Haldirams Nagpur Dal Biji, 150g200gramsWeight May Vary",Ready-to-Eat,4.2,50,33.33,50,3451,1204,0,0,200,Very good product,positive
178,Haldirams Nagpur Jute Chocolate Basket 217g Small with Pista Badam Cookies 250g Assorted Chocolates  Premium Cookies Gift Hamper,Gift Hampers,3,477,104.38,650,5951,3904,25,27,200,Loved the taste and freshness,positive
179,Haldirams Nagpur Roasted Chana Ladoo Pack of 2,Combo Packs,2.9,250,50,330,9455,550,25,24,500,This used to be a great product. It used to be smooth and not excessively sweet. Now it has sugar crystals that irritate the teeth andni don't know how it got so bad. Disappointed ☹️,negative
180,"Haldirams Nagpur Khatta Meetha, 1 kg",Savory & Savory_Snacks,4.2,170,17,200,5939,919,100,15,750,Good,positive
181,Haldirams Nagpur Chana Dry Fruit Burfee-250g Pack of 2 With 2 Premium Rakhi,Combo Packs,0,431,570,570,1041,4820,25,24,750,Packaging was neat and product was very tasty,positive
182,Haldirams Nagpur Bhujia Sev Jar 600g Pack Of 1,Combo Packs,5,195,10.83,215,106,2134,25,9,750,This is good product i have bought it from nearby shop it very good tasted. i like it . i had bought this from my nearby shop.,positive
183,Haldirams Kesar Gujia 400g  Gujiya Sweets  Indian Mithai  Fresh Indian Traditional Mithai  Holi Gift Hamper  Fresh Products  Royal Saffron Flavor  Festive Sweet Gift Box  Mithai for All Occasion,Gift Hampers,4.1,468,736,736,4545,4554,50,36,1000,Loved the taste and freshness,positive
184,"Haldirams Delhi Khatta Meetha, 400g40g20g extra",Savory & Savory_Snacks,4.3,110,25,110,411,706,0,0,200,Nice product,positive
185,"Haldirams Rasgulla Sweets 1Kg  Soft, Fluffy  Juicy Bengali Rasgullas  Rasgulla Tin Box  Bengali Mithai  Open  Eat - Indian Sweets  Delicious Indian Mithai  Festive Gift Pack",Gift Hampers,4.2,220,17.6,225,8320,2191,50,2,500,Tasty,neutral
186,Haldirams Nagpur Fancy Dry Fruits Gift Box RR With Premium Rakhi,Gift Hampers,5,751,830,830,5326,1001,25,10,500,Loved the taste and freshness,positive
187,"Haldirams Nagpur Moong Dal, 200 Gram",Ready-to-Eat,4.4,60,300,60,8544,1602,25,0,200,Its really good and delicious. Worth it and it also smells good too,positive
188,"Haldirams Whole Peanut - Salted, 200g",Savory & Savory_Snacks,4.4,55,27.5,55,4988,3203,0,0,200,"Haldiram's Salted Peanuts are my favorite go-to snack! This 200g pack offers perfectly roasted peanuts that are crunchy and generously salted, providing a delightful burst of flavor with every bite. Whether enjoying them as a midday snack or serving them to guests, these peanuts never fail to impress with their freshness and quality. The packaging ensures that they stay crisp and flavorful. If you're looking for a tasty and satisfying snack option, Haldiram's Salted Peanuts are a must-have in your pantry. Highly recommended!",positive
189,"Haldirams Namkeen-Kaju Mixture, Vegetarian, 200 Grams",Namkeen,4.3,91,45.5,92,5472,2168,0,1,200,This flavour tops the bar.,neutral
190,Haldirams Nagpur Motichoor Ladoo 500g with 2 Rakhis  Rakhi Sweet Gift Combo for Bhaiya and Bhabhi,Gift Hampers,0,381,501,501,8333,4073,25,24,750,Packaging was neat and product was very tasty,positive
191,"Haldirams Ready to Eat Choley, Pulao, Dal Makhani X 2 Pcs Each 300 g",Ready-to-Eat,4,390,390,530,7708,802,25,26,750,Just ok in taste. Pulao not good,positive
192,"Haldirams Nagpur Rasgulla, 1kg",Sweets & Desserts,4.1,210,21,225,6542,4694,100,7,200,Very tasty,positive
193,Haldirams Tikoni Mathi 400g x 2  Tea Time Snack  Freshly Prepared Crispy  Healthy  Indian Namkeen  Ready to Eat Indian Snacks  Party Snacks  Namkeen  Savouries  Tasty Crispy  Crunchy,Ready-to-Eat,3.1,259,32.38,260,4576,109,25,0,750,All the mathis are broken in box not expected this from brand like haldiram's,negative
194,"Haldirams Nagpur Moong Dal, 400 Gm 200 Gm X Pack Of 2",Ready-to-Eat,4.1,120,300,120,1200,2503,25,0,1000,Good,positive
195,"Haldirams Besan Burfi 400g, Indian Sweets Diwali Gift Pack, Traditional Indian Sweet Made with Nuts  Gram Pulse Flour",Gift Hampers,3.5,245,61.25,350,3958,1634,25,30,750,Loved the taste and freshness,positive
196,Haldiram Ready To Eat Dal Palak 300g X 3 Pcs,Ready-to-Eat,4.1,178,19.78,255,7720,941,25,30,1000,Loved the taste and freshness,positive
197,Haldirams Nagpur Cookie Heaven Atta Cookies 175g Pack Of 4  Traditional Indian Sweet  175g Pack,Combo Packs,1,257,36.71,280,7392,476,25,8,1000,Teast is ok ok bt only 20 % aata in this cookies why haldiram why palm oil why unhealthy food 😡,positive
198,Haldirams Atta Ladoo 400gm  Made with Premium Ingredients  Handcrafted Indian Traditional Sweets  Indian Mithai  No Added Colours  Mithai for Raksha Bandhan  Laddu  Great Sweets Gift Pack,Gift Hampers,3.8,470,117.5,647,2650,1848,25,27,1000,Happy with the product,positive
199,"Haldirams Nagpur Khatta Meetha, 220g200gWeight may vary",Savory & Savory_Snacks,4.3,55,25,55,2410,3856,0,0,500,Tasty and healthy snacks for all,positive
200,"Haldirams Nagpur Anjeer Dry Fruit With Premium Rakhi, 250 Gram",Savory & Savory_Snacks,4.2,459,555,555,5787,1359,25,17,200,Very poor quality,negative
201,"Haldirams Haldirams Namkeen - Aloo Bhujia, 440g",Namkeen,4.4,105,23.86,110,7950,641,25,5,200,Very good taste .,positive
202,Haldiram Soan Halwa 500 g X 1 Box,Gift Hampers,4.1,475,95,475,7052,2121,100,0,500,So tasty sohan halua. I love it smell and melting in mouth immediately. Value for money,positive
203,Haldirams Nagpur Moong Dal Pack Of 4 X 200 Gram,Ready-to-Eat,4.2,240,300,300,8661,454,25,0,200,Nice and affordable,positive
204,"Haldirams Vegetable Ghee Soan Papdi, 500 Gram",Sweets & Desserts,3.9,159,31.8,160,9065,1023,25,1,1000,okkk,neutral
205,"Haldirams Sweet - Soan Papadi, 250g",Sweets & Desserts,4.3,98,39.2,120,1990,3542,25,18,750,"Fresh, tasty, and healthy sweet item",positive
206,Haldirams Nagpur Sugar Free Boondi Laddu 250 Gm,Health & Wellness,3.8,192,76.8,205,2793,1224,25,6,200,yummy and tasty too,neutral
207,Haldirams Mutter Paneer with Plain Rice 375g x 2  Quick Meals  Delicious Instant Food  Slow Cooked Heat  Easy-to-Prepare Meals  Microwaveable  Ready to Cook Food,Ready-to-Eat,5,463,154.33,540,8088,2012,25,14,750,Loved the taste and freshness,positive
208,Haldirams Palak Paneer Ready to Eat 300g x 2  Minute Khana Palak Paneer  Quick Meals  Delicious Instant Food  Slow Cooked Heat  Easy-to-Prepare Meals  Microwaveable  Ready to Cook Food,Ready-to-Eat,5,264,44,330,2405,1670,25,20,200,Loved the taste and freshness,positive
